,correct,rt,cond,log_rt
1002,0,0.3377,Speed,-1.085597351590615
1003,1,0.4132,Neutral,-0.8838235417366536
1004,1,0.5259,Neutral,-0.6426441983868385
1005,1,0.5188,Neutral,-0.6562368265398482
1006,1,0.6145,Accuracy,-0.48694634997604747
1007,1,0.3827,Speed,-0.9605038865504805
1008,1,0.5292,Neutral,-0.6363888467413364
1009,1,0.4615,Neutral,-0.7732732250392301
1010,1,0.4629,Accuracy,-0.7702442309449122
1011,1,0.6748,Accuracy,-0.3933389283103239
1012,1,0.8633,Speed,-0.14699302374066012
1013,1,0.4925,Neutral,-0.7082608183699934
1014,0,0.3348,Speed,-1.0942219403668167
1015,1,0.6405,Neutral,-0.4455061576453482
1016,1,0.4136,Neutral,-0.8828559557879176
1017,1,0.4317,Speed,-0.8400243764207053
1018,1,0.769,Accuracy,-0.26266430947649305
1019,1,0.7688,Accuracy,-0.26292442132605426
1020,1,0.4514,Neutral,-0.7954014145987017
1021,1,0.5426,Neutral,-0.6113828787573057
1022,1,0.6806,Accuracy,-0.3847805169153317
1023,1,0.4124,Neutral,-0.8857615268393322
1024,1,0.5673,Neutral,-0.5668670146496155
1025,1,0.4331,Speed,-0.8367866307615561
1026,1,0.3751,Speed,-0.9805626218942954
1027,1,0.4324,Neutral,-0.8384041932170838
1028,1,0.5872,Accuracy,-0.5323898016818311
1029,1,1.137,Accuracy,0.128393214768399
1030,1,0.4787,Neutral,-0.7366811825836737
1031,1,0.5342,Speed,-0.6269849783062765
1032,0,0.774,Neutral,-0.2561834053924099
1033,1,0.4771,Neutral,-0.7400291664600757
1034,1,0.6074,Accuracy,-0.4985677263704886
1035,1,0.511,Neutral,-0.6713856887784326
1036,1,0.4905,Accuracy,-0.7123299999767193
1037,1,0.5696,Neutral,-0.562820918884371
1038,1,0.4366,Neutral,-0.8287378348662936
1039,1,0.4716,Accuracy,-0.7516241103189212
1040,1,0.32299999999999995,Speed,-1.1301029557594806
1041,1,0.5268,Accuracy,-0.640934309113011
1042,0,0.3332,Speed,-1.0990123686894495
1043,1,0.3504,Speed,-1.0486799199199006
1044,1,0.4641,Neutral,-0.7676552327350069
1045,1,0.4891,Neutral,-0.7151883114368256
1046,1,0.4832,Accuracy,-0.7273246323615318
1047,1,0.46399999999999997,Accuracy,-0.7678707267558819
1048,0,0.5614,Neutral,-0.5773216150543549
1049,1,0.4567,Neutral,-0.7837285587911837
1050,1,0.3672,Speed,-1.0018486202358017
1051,1,1.3507,Accuracy,0.3006229765845814
1052,0,0.5985,Neutral,-0.5133287539841092
1053,1,0.4345,Speed,-0.8335593342766904
1054,0,0.5275,Neutral,-0.6396064136319155
1055,0,0.2581,Speed,-1.354408172257569
1056,0,0.5572,Neutral,-0.5848310370764863
1057,0,0.336,Speed,-1.0906441190189327
1058,1,0.7152,Accuracy,-0.33519305512283276
1059,1,0.5282,Neutral,-0.6382802791191052
1060,1,0.447,Speed,-0.8051966843685682
1061,0,0.3542,Speed,-1.0378935536334037
1062,0,0.45,Neutral,-0.7985076962177716
1063,0,0.2135,Speed,-1.5441184463134578
1064,1,1.2469,Accuracy,0.22066047102040334
1065,1,0.2701,Speed,-1.3089630181835672
1066,1,1.0333,Accuracy,0.03275756423817229
1067,1,0.4607,Accuracy,-0.7750082070402657
1068,1,0.8483,Neutral,-0.16452093216844793
1069,1,0.4266,Accuracy,-0.8519084729448869
1070,1,0.8291,Neutral,-0.18741450385996408
1071,1,0.5947,Accuracy,-0.5196982022695891
1072,1,0.5096,Accuracy,-0.6741291747241833
1073,0,0.3245,Speed,-1.1254697428379923
1074,1,0.778,Accuracy,-0.2510287548037454
1075,1,0.4972,Neutral,-0.6987629193455811
1076,0,0.4542,Speed,-0.789217649310679
1077,0,0.4014,Speed,-0.9127968426198994
1078,1,0.4542,Neutral,-0.789217649310679
1079,1,0.5244,Accuracy,-0.6455005270925923
1080,1,0.6,Neutral,-0.5108256237659907
1081,1,0.6625,Neutral,-0.4117347211217598
1082,1,0.3244,Speed,-1.1257779567408792
1083,1,0.4808,Neutral,-0.7323038957611392
