,correct,left_coherence,pressed,right_coherence,rt,subj,coherence
1044,True,0.0,F,0.0,0.7755946328579739,104,"0.0, 0.0"
1045,False,0.18,J,0.12,0.8945739838254667,104,"0.12, 0.18"
1046,True,0.18,F,0.0,0.6932978608456324,104,"0.0, 0.18"
1047,False,0.12,J,0.12,0.9707507127282042,104,"0.12, 0.12"
1048,True,0.18,J,0.18,0.6422871581467007,104,"0.18, 0.18"
1049,True,0.24,F,0.12,0.560419269844715,104,"0.12, 0.24"
1050,True,0.12,J,0.18,0.5219029913810118,104,"0.12, 0.18"
1051,False,0.0,F,0.12,0.7045437292385941,104,"0.0, 0.12"
1052,False,0.12,F,0.3,0.6116340247740482,104,"0.12, 0.3"
1053,True,0.18,F,0.06,0.6024691289617294,104,"0.06, 0.18"
1054,True,0.06,J,0.3,0.9937325749014576,105,"0.06, 0.3"
1055,True,0.24,F,0.24,0.8309478339336351,105,"0.24, 0.24"
1056,True,0.12,J,0.3,0.6746511932668682,105,"0.12, 0.3"
1057,True,0.12,F,0.0,0.6557462686773761,105,"0.0, 0.12"
1058,True,0.18,J,0.24,0.8039568878507453,105,"0.18, 0.24"
1059,True,0.3,F,0.24,0.6812670164408132,105,"0.24, 0.3"
1060,True,0.18,J,0.3,0.4473055876401872,105,"0.18, 0.3"
1061,True,0.18,F,0.06,0.3932531846908205,105,"0.06, 0.18"
1062,False,0.3,J,0.18,0.4912724550524672,105,"0.18, 0.3"
1063,True,0.12,F,0.12,0.5921067541573279,105,"0.12, 0.12"
1064,True,0.06,J,0.24,0.587819587701631,105,"0.06, 0.24"
1065,True,0.12,F,0.06,0.6057912487390809,105,"0.06, 0.12"
1066,True,0.3,F,0.0,0.8724864429512422,105,"0.0, 0.3"
1067,True,0.24,F,0.06,0.7638028668104653,105,"0.06, 0.24"
1068,True,0.18,F,0.0,1.1148073476392142,105,"0.0, 0.18"
1069,True,0.24,F,0.12,0.5505703615887114,105,"0.12, 0.24"
1070,True,0.06,J,0.12,0.6571053674913969,105,"0.06, 0.12"
1071,True,0.0,J,0.12,0.4363636716253154,105,"0.0, 0.12"
1072,False,0.3,F,0.3,0.8516241168489387,105,"0.3, 0.3"
1073,True,0.0,J,0.12,0.7609954571107664,105,"0.0, 0.12"
1074,True,0.3,F,0.18,0.6114352975596944,105,"0.18, 0.3"
1075,True,0.0,J,0.18,0.4707826309083885,105,"0.0, 0.18"
1076,True,0.0,J,0.3,0.6748887688927994,105,"0.0, 0.3"
1077,True,0.06,F,0.0,1.0961160333209818,105,"0.0, 0.06"
1078,True,0.06,J,0.24,0.8297190900257759,105,"0.06, 0.24"
1079,True,0.3,F,0.0,0.4889361792907607,105,"0.0, 0.3"
1080,True,0.12,F,0.0,0.5533147410203583,105,"0.0, 0.12"
1081,False,0.18,J,0.06,0.4679059571776634,105,"0.06, 0.18"
1082,True,0.3,F,0.06,0.5436186078650279,105,"0.06, 0.3"
1083,True,0.0,J,0.3,0.689015583575781,105,"0.0, 0.3"
1084,False,0.18,J,0.18,0.6455190189332143,105,"0.18, 0.18"
1085,True,0.06,J,0.18,0.7492820783198795,105,"0.06, 0.18"
1086,True,0.24,F,0.06,0.8816097625712587,105,"0.06, 0.24"
1087,True,0.24,J,0.3,0.6456237461478622,105,"0.24, 0.3"
1088,False,0.24,F,0.24,0.6123900329614003,105,"0.24, 0.24"
1089,True,0.0,J,0.18,0.6037910420551498,105,"0.0, 0.18"
1090,True,0.24,F,0.12,0.6390397844281779,105,"0.12, 0.24"
1091,True,0.06,J,0.18,0.5878837261943204,105,"0.06, 0.18"
1092,False,0.18,F,0.18,0.894297132164354,105,"0.18, 0.18"
1093,False,0.06,J,0.06,0.5299720699722457,105,"0.06, 0.06"
1094,False,0.0,F,0.06,0.6560321905968749,105,"0.0, 0.06"
1095,True,0.3,F,0.06,1.0843732865810694,105,"0.06, 0.3"
1096,True,0.18,F,0.12,0.8361149306376205,105,"0.12, 0.18"
1097,True,0.24,F,0.0,0.7388708633096712,105,"0.0, 0.24"
1098,True,0.12,J,0.3,0.5227857882399576,105,"0.12, 0.3"
1099,True,0.24,F,0.0,0.6753172361878228,105,"0.0, 0.24"
1100,True,0.0,J,0.24,0.5648082757772386,105,"0.0, 0.24"
1101,True,0.18,J,0.3,0.6353780721714202,105,"0.18, 0.3"
1102,True,0.3,F,0.3,0.4937191376794203,105,"0.3, 0.3"
1103,True,0.12,J,0.24,0.4834824680269776,105,"0.12, 0.24"
1104,False,0.12,F,0.18,0.6510642972457958,105,"0.12, 0.18"
1105,True,0.06,J,0.3,0.7416103942591691,105,"0.06, 0.3"
1106,True,0.24,F,0.18,0.7174278275724078,105,"0.18, 0.24"
1107,True,0.0,F,0.0,1.1415756791269018,105,"0.0, 0.0"
1108,True,0.0,J,0.24,0.5523602826747833,105,"0.0, 0.24"
1109,False,0.0,F,0.0,0.7126213194132447,105,"0.0, 0.0"
1110,False,0.3,J,0.12,0.6481711386757638,105,"0.12, 0.3"
1111,True,0.12,J,0.24,1.1398352125588644,105,"0.12, 0.24"
1112,True,0.3,F,0.12,0.6734148303156076,105,"0.12, 0.3"
1113,False,0.12,F,0.12,0.6826842970407371,105,"0.12, 0.12"
1114,True,0.06,J,0.06,1.2733841602027949,105,"0.06, 0.06"
1115,True,0.18,F,0.0,0.864208421564058,105,"0.0, 0.18"
1116,False,0.24,J,0.24,1.1605455733772487,105,"0.24, 0.24"
1117,True,0.06,J,0.06,0.9840061041004446,105,"0.06, 0.06"
1118,True,0.18,F,0.0,0.6001099358697957,105,"0.0, 0.18"
1119,True,0.3,J,0.3,0.4439299358311928,105,"0.3, 0.3"
1120,True,0.24,F,0.12,0.4059697837051317,105,"0.12, 0.24"
1121,False,0.3,J,0.06,0.4837870912347171,105,"0.06, 0.3"
1122,True,0.3,F,0.0,0.6868851605140662,105,"0.0, 0.3"
1123,True,0.3,F,0.0,0.5953124320346888,105,"0.0, 0.3"
1124,True,0.06,J,0.24,0.6491365407382546,105,"0.06, 0.24"
1125,True,0.24,F,0.18,0.6097833504229584,105,"0.18, 0.24"
1126,True,0.12,J,0.12,0.6419075923631681,105,"0.12, 0.12"
1127,True,0.18,F,0.06,0.3894741391659409,105,"0.06, 0.18"
1128,True,0.06,J,0.18,0.4951516563662608,105,"0.06, 0.18"
1129,False,0.0,F,0.24,0.30712737960038794,105,"0.0, 0.24"
1130,True,0.24,F,0.06,0.4737393738587343,105,"0.06, 0.24"
1131,False,0.3,J,0.12,0.6734194017417394,105,"0.12, 0.3"
1132,True,0.12,F,0.12,0.9057220955305638,105,"0.12, 0.12"
1133,True,0.24,F,0.0,0.6727760774228955,105,"0.0, 0.24"
1134,True,0.06,J,0.24,0.5400944539735519,105,"0.06, 0.24"
1135,False,0.18,F,0.24,0.4764365152213941,105,"0.18, 0.24"
1136,True,0.18,J,0.18,0.8180066809313757,105,"0.18, 0.18"
1137,False,0.06,F,0.12,0.5814784656743086,105,"0.06, 0.12"
1138,True,0.0,J,0.3,0.5852554332782347,105,"0.0, 0.3"
1139,True,0.24,F,0.06,0.5711625579706379,105,"0.06, 0.24"
1140,True,0.18,F,0.18,0.6895370032002575,105,"0.18, 0.18"
1141,False,0.12,J,0.0,0.7060905524692771,105,"0.0, 0.12"
1142,True,0.12,F,0.06,0.8818963771311701,105,"0.06, 0.12"
1143,True,0.0,J,0.12,0.7154256814958444,105,"0.0, 0.12"
1144,False,0.06,J,0.0,0.7476654558390692,105,"0.0, 0.06"
1145,True,0.0,J,0.18,1.2153868936381969,105,"0.0, 0.18"
1146,True,0.12,J,0.3,0.8761151855292155,105,"0.12, 0.3"
1147,False,0.24,F,0.24,0.6364932230687828,105,"0.24, 0.24"
1148,False,0.18,J,0.06,0.5402038911422551,105,"0.06, 0.18"
1149,True,0.12,J,0.3,0.6397450307906638,105,"0.12, 0.3"
1150,True,0.24,F,0.0,0.7312777246597761,105,"0.0, 0.24"
1151,True,0.18,F,0.0,0.9857486485893788,105,"0.0, 0.18"
1152,True,0.0,J,0.24,0.6395671607594977,105,"0.0, 0.24"
1153,True,0.12,J,0.24,1.0392275453632465,105,"0.12, 0.24"
1154,True,0.06,J,0.3,1.2036241988573693,105,"0.06, 0.3"
1155,True,0.24,J,0.3,0.6109091679811627,105,"0.24, 0.3"
1156,True,0.0,J,0.18,1.173479245864428,105,"0.0, 0.18"
1157,True,0.06,J,0.18,0.5891851973347002,105,"0.06, 0.18"
1158,True,0.06,F,0.06,0.6558983724892187,105,"0.06, 0.06"
1159,False,0.24,J,0.12,0.5190512102226421,105,"0.12, 0.24"
1160,False,0.3,J,0.3,0.7478945812531492,105,"0.3, 0.3"
1161,False,0.3,J,0.12,1.367391657895496,105,"0.12, 0.3"
1162,False,0.3,J,0.06,0.7582498309263883,105,"0.06, 0.3"
1163,True,0.18,J,0.3,0.5753134128133297,105,"0.18, 0.3"
1164,False,0.0,F,0.06,0.9487293790589321,105,"0.0, 0.06"
1165,True,0.12,J,0.18,0.5317119824278507,105,"0.12, 0.18"
1166,True,0.18,J,0.3,1.2041850989796783,105,"0.18, 0.3"
1167,True,0.0,J,0.3,1.3287939996293971,105,"0.0, 0.3"
1168,False,0.3,J,0.18,0.6315944552202382,105,"0.18, 0.3"
1169,True,0.12,J,0.24,0.8930410982281956,105,"0.12, 0.24"
1170,False,0.0,F,0.12,0.8820544376494581,105,"0.0, 0.12"
1171,False,0.18,J,0.12,0.5400797699990108,105,"0.12, 0.18"
1172,True,0.3,F,0.24,0.8873459325529893,105,"0.24, 0.3"
1173,True,0.06,J,0.3,0.8141371765818803,105,"0.06, 0.3"
1174,True,0.12,F,0.0,0.7005301745980432,105,"0.0, 0.12"
1175,False,0.0,J,0.0,0.6978008947251055,105,"0.0, 0.0"
1176,False,0.3,J,0.18,1.1230789967353303,105,"0.18, 0.3"
1177,False,0.0,F,0.0,1.6510435180364311,105,"0.0, 0.0"
1178,True,0.24,F,0.12,1.3233418121740217,105,"0.12, 0.24"
1179,True,0.12,J,0.24,1.0149505025378858,105,"0.12, 0.24"
1180,True,0.0,J,0.06,0.8731434815481407,105,"0.0, 0.06"
1181,True,0.18,J,0.3,0.9774111986639582,105,"0.18, 0.3"
1182,True,0.3,F,0.0,0.840625542856742,105,"0.0, 0.3"
1183,True,0.06,J,0.06,0.8261662608256302,105,"0.06, 0.06"
1184,False,0.12,F,0.24,1.1765818588637558,105,"0.12, 0.24"
1185,True,0.0,J,0.24,1.0766061566855571,105,"0.0, 0.24"
1186,True,0.06,J,0.18,0.8563297765790594,105,"0.06, 0.18"
1187,True,0.0,J,0.24,0.7478049535970968,105,"0.0, 0.24"
1188,False,0.0,F,0.3,0.7769458551988464,105,"0.0, 0.3"
1189,True,0.06,J,0.24,0.8432089526804702,105,"0.06, 0.24"
1190,True,0.0,J,0.18,1.0094458129474333,105,"0.0, 0.18"
1191,False,0.24,F,0.24,0.9559477993016116,105,"0.24, 0.24"
1192,True,0.0,J,0.3,0.80344031670802,105,"0.0, 0.3"
1193,True,0.18,F,0.12,0.8014874866216815,105,"0.12, 0.18"
1194,True,0.3,F,0.0,1.0323169344737837,105,"0.0, 0.3"
1195,True,0.18,J,0.24,0.6327916147297401,105,"0.18, 0.24"
1196,True,0.3,F,0.3,0.8784061626147377,105,"0.3, 0.3"
1197,True,0.12,J,0.3,0.528499101091711,105,"0.12, 0.3"
1198,True,0.0,F,0.0,0.6954510432133247,105,"0.0, 0.0"
1199,True,0.06,J,0.24,0.424652647811854,105,"0.06, 0.24"
1200,True,0.3,F,0.24,0.7394867590724061,105,"0.24, 0.3"
1201,True,0.24,F,0.24,0.5572838470461647,105,"0.24, 0.24"
1202,True,0.0,J,0.12,0.5461829008163477,105,"0.0, 0.12"
1203,True,0.18,J,0.3,0.6193204533633434,105,"0.18, 0.3"
1204,True,0.12,F,0.12,0.6670896390151029,105,"0.12, 0.12"
1205,False,0.3,F,0.3,0.5606707196284333,105,"0.3, 0.3"
1206,True,0.3,F,0.18,0.6032424709305815,105,"0.18, 0.3"
1207,True,0.24,F,0.0,0.547673047176886,105,"0.0, 0.24"
1208,True,0.06,J,0.18,0.5647072888205003,105,"0.06, 0.18"
1209,True,0.3,F,0.12,0.6197656825543163,105,"0.12, 0.3"
1210,True,0.06,J,0.3,0.5788317485257721,105,"0.06, 0.3"
1211,True,0.18,J,0.18,0.4712575051039494,105,"0.18, 0.18"
1212,False,0.12,F,0.12,0.5175056526372828,105,"0.12, 0.12"
1213,False,0.0,F,0.0,0.6834682273424733,105,"0.0, 0.0"
1214,True,0.0,J,0.18,0.7139353966076669,105,"0.0, 0.18"
1215,True,0.3,F,0.06,0.6285857642469637,105,"0.06, 0.3"
1216,True,0.12,F,0.0,0.7418960391223663,105,"0.0, 0.12"
1217,False,0.18,J,0.06,0.9612809911518524,105,"0.06, 0.18"
1218,True,0.12,F,0.0,0.6987216907518814,105,"0.0, 0.12"
1219,False,0.3,J,0.18,0.8773946307078404,105,"0.18, 0.3"
1220,True,0.24,F,0.06,0.6328816579707564,105,"0.06, 0.24"
1221,True,0.12,J,0.3,0.6203734051609899,105,"0.12, 0.3"
1222,True,0.18,F,0.18,0.7363673841773561,105,"0.18, 0.18"
1223,True,0.3,F,0.06,0.6255435494826997,105,"0.06, 0.3"
1224,True,0.06,J,0.3,0.547582588352725,105,"0.06, 0.3"
1225,False,0.12,F,0.18,0.6612602396480725,105,"0.12, 0.18"
1226,True,0.24,F,0.06,1.2728666193634126,105,"0.06, 0.24"
1227,False,0.18,J,0.0,0.8477028030042675,105,"0.0, 0.18"
1228,False,0.06,J,0.06,1.330443868844668,105,"0.06, 0.06"
1229,True,0.3,F,0.12,0.5395649997217333,105,"0.12, 0.3"
1230,True,0.18,F,0.0,1.2779738719450506,105,"0.0, 0.18"
1231,True,0.06,J,0.12,0.5264652320884124,105,"0.06, 0.12"
1232,True,0.12,F,0.06,0.6482115888697989,105,"0.06, 0.12"
1233,True,0.18,F,0.06,1.110391073030314,105,"0.06, 0.18"
1234,True,0.24,J,0.3,0.9725873744973796,105,"0.24, 0.3"
1235,True,0.24,F,0.0,0.8294975836552112,105,"0.0, 0.24"
1236,False,0.24,J,0.18,0.6258110471694636,105,"0.18, 0.24"
1237,True,0.24,F,0.12,0.5399340384778952,105,"0.12, 0.24"
1238,False,0.06,J,0.0,0.7814279306371645,105,"0.0, 0.06"
1239,True,0.0,J,0.12,0.8239261235385129,105,"0.0, 0.12"
1240,True,0.18,J,0.18,2.1771213939709924,106,"0.18, 0.18"
1241,True,0.3,F,0.3,2.002206478024391,106,"0.3, 0.3"
1242,True,0.06,J,0.24,1.5117142261867684,106,"0.06, 0.24"
1243,True,0.12,F,0.06,2.4386983386583547,106,"0.06, 0.12"
1244,False,0.12,,0.0,,106,"0.0, 0.12"
1245,False,0.06,J,0.06,1.3200684218750212,106,"0.06, 0.06"
1246,False,0.06,F,0.18,1.3688343844856945,106,"0.06, 0.18"
1247,False,0.0,F,0.0,1.6346742591231305,106,"0.0, 0.0"
1248,True,0.18,J,0.24,0.8731928989309381,106,"0.18, 0.24"
1249,True,0.06,J,0.3,0.8006388646002733,106,"0.06, 0.3"
1250,True,0.12,F,0.0,1.5810122924431198,106,"0.0, 0.12"
1251,True,0.0,J,0.3,0.6868686574839558,106,"0.0, 0.3"
1252,False,0.0,F,0.06,1.7920104937924182,106,"0.0, 0.06"
1253,False,0.24,J,0.24,0.6596310937193266,106,"0.24, 0.24"
1254,False,0.24,J,0.0,0.8866131005618172,106,"0.0, 0.24"
1255,True,0.06,J,0.12,1.201486020282573,106,"0.06, 0.12"
1256,False,0.18,J,0.12,0.644592605029402,106,"0.12, 0.18"
1257,True,0.24,J,0.3,0.9778580595184394,106,"0.24, 0.3"
1258,True,0.24,F,0.18,1.8928765170228417,106,"0.18, 0.24"
1259,True,0.3,F,0.12,2.087526583571844,106,"0.12, 0.3"
1260,True,0.18,F,0.06,1.5864200198816434,106,"0.06, 0.18"
1261,False,0.3,J,0.12,0.7847891544568029,106,"0.12, 0.3"
1262,False,0.0,F,0.24,2.176662172810211,106,"0.0, 0.24"
1263,True,0.12,J,0.24,1.031174952318679,106,"0.12, 0.24"
1264,True,0.06,J,0.18,1.0608553233082605,106,"0.06, 0.18"
1265,True,0.0,J,0.24,0.8746755668298647,106,"0.0, 0.24"
1266,True,0.0,J,0.18,0.8290183167596297,106,"0.0, 0.18"
1267,False,0.24,J,0.12,0.9252282668564932,106,"0.12, 0.24"
1268,True,0.3,F,0.06,1.2083516190627959,106,"0.06, 0.3"
1269,True,0.3,F,0.0,1.3840724923891232,106,"0.0, 0.3"
1270,True,0.3,J,0.3,0.7898797907228072,106,"0.3, 0.3"
1271,True,0.12,F,0.12,1.0141366697587273,106,"0.12, 0.12"
1272,True,0.12,J,0.18,0.6299724716654964,106,"0.12, 0.18"
1273,False,0.24,J,0.06,0.804405863402053,106,"0.06, 0.24"
1274,True,0.06,J,0.06,1.6689433785156784,106,"0.06, 0.06"
1275,True,0.24,F,0.0,0.6021975568048674,106,"0.0, 0.24"
1276,True,0.18,J,0.3,0.6939615811281783,106,"0.18, 0.3"
1277,True,0.12,J,0.12,0.9734559086730314,106,"0.12, 0.12"
1278,True,0.12,J,0.3,0.6742156253219491,106,"0.12, 0.3"
1279,True,0.12,J,0.3,0.5666056311181364,106,"0.12, 0.3"
1280,True,0.18,J,0.3,0.5885715021893247,106,"0.18, 0.3"
1281,True,0.0,J,0.3,0.5289752621786192,106,"0.0, 0.3"
1282,True,0.24,F,0.12,0.6408857274893762,106,"0.12, 0.24"
1283,True,0.06,J,0.24,0.500509368388748,106,"0.06, 0.24"
1284,True,0.3,F,0.18,0.5983737614187703,106,"0.18, 0.3"
1285,False,0.0,J,0.0,0.6390971892064954,106,"0.0, 0.0"
1286,True,0.24,J,0.24,0.933298922915128,106,"0.24, 0.24"
1287,True,0.3,F,0.06,0.5704952274245443,106,"0.06, 0.3"
1288,False,0.0,F,0.12,1.293985906689386,106,"0.0, 0.12"
1289,True,0.0,J,0.18,0.6482205214647365,106,"0.0, 0.18"
1290,True,0.06,J,0.3,0.7086923985668818,106,"0.06, 0.3"
1291,True,0.06,F,0.0,0.7727344258225912,106,"0.0, 0.06"
1292,True,0.24,F,0.06,0.6341790206163296,106,"0.06, 0.24"
1293,True,0.3,F,0.24,0.5975967564438633,106,"0.24, 0.3"
1294,True,0.18,F,0.06,0.6818413286300711,106,"0.06, 0.18"
1295,True,0.3,F,0.0,1.2761916754491267,106,"0.0, 0.3"
1296,False,0.12,F,0.24,1.81488912752684,106,"0.12, 0.24"
1297,False,0.0,,0.12,,106,"0.0, 0.12"
1298,False,0.18,,0.0,,106,"0.0, 0.18"
1299,True,0.18,F,0.0,1.2326309119703185,106,"0.0, 0.18"
1300,False,0.18,J,0.18,0.6244975580239043,106,"0.18, 0.18"
1301,True,0.3,F,0.18,0.5425366240997391,106,"0.18, 0.3"
1302,False,0.0,F,0.12,1.0843860095328637,106,"0.0, 0.12"
1303,True,0.24,F,0.0,1.5383094344390429,106,"0.0, 0.24"
1304,True,0.3,F,0.12,1.1531481099759728,106,"0.12, 0.3"
1305,True,0.0,J,0.0,1.2551488181325112,106,"0.0, 0.0"
1306,False,0.12,J,0.06,1.0439385300267077,106,"0.06, 0.12"
1307,True,0.0,J,0.3,0.7566709665836697,106,"0.0, 0.3"
1308,True,0.24,F,0.24,0.8289356153925382,106,"0.24, 0.24"
1309,True,0.24,F,0.18,1.645815393924522,106,"0.18, 0.24"
1310,True,0.06,J,0.24,0.657172078688518,106,"0.06, 0.24"
1311,True,0.18,F,0.12,0.7435663323149129,106,"0.12, 0.18"
1312,True,0.06,J,0.3,0.6795110063467291,106,"0.06, 0.3"
1313,True,0.12,F,0.0,0.7626728417021695,106,"0.0, 0.12"
1314,True,0.3,F,0.0,0.5723328047095038,106,"0.0, 0.3"
1315,True,0.24,F,0.12,0.7093203471406468,106,"0.12, 0.24"
1316,False,0.12,,0.12,,106,"0.12, 0.12"
1317,True,0.3,F,0.12,1.13106629075628,106,"0.12, 0.3"
1318,False,0.3,F,0.3,0.6470495421363012,106,"0.3, 0.3"
1319,True,0.06,J,0.06,1.0152198221740036,106,"0.06, 0.06"
1320,True,0.3,F,0.3,0.6587731882443677,106,"0.3, 0.3"
1321,False,0.06,F,0.12,0.9529120301260718,106,"0.06, 0.12"
1322,False,0.24,F,0.24,1.064549456248869,106,"0.24, 0.24"
1323,True,0.18,F,0.0,1.0907308806074525,106,"0.0, 0.18"
1324,True,0.18,F,0.18,0.6939074165809416,106,"0.18, 0.18"
1325,True,0.0,J,0.12,0.6289677262413989,106,"0.0, 0.12"
1326,False,0.06,F,0.18,0.6192566186030035,106,"0.06, 0.18"
1327,True,0.3,F,0.18,0.8269909557673145,106,"0.18, 0.3"
1328,True,0.3,F,0.24,0.6700759855177694,106,"0.24, 0.3"
1329,True,0.18,F,0.06,0.6548175139607793,106,"0.06, 0.18"
1330,True,0.24,F,0.06,1.0754521839257905,106,"0.06, 0.24"
1331,False,0.18,F,0.3,0.7860695711055996,106,"0.18, 0.3"
1332,False,0.12,J,0.0,0.920758929808244,106,"0.0, 0.12"
1333,True,0.0,J,0.24,0.6755442498031243,106,"0.0, 0.24"
1334,True,0.0,J,0.24,0.6688223048220152,106,"0.0, 0.24"
1335,True,0.24,F,0.0,0.6765744844256005,106,"0.0, 0.24"
1336,True,0.0,J,0.06,1.1380513008912203,106,"0.0, 0.06"
1337,True,0.0,J,0.3,1.9564720677169591,106,"0.0, 0.3"
1338,True,0.06,F,0.06,1.0994722904704304,106,"0.06, 0.06"
1339,True,0.3,F,0.18,0.7083023030045297,106,"0.18, 0.3"
1340,False,0.06,F,0.18,0.6609358913408414,106,"0.06, 0.18"
1341,True,0.3,F,0.06,1.4588381302896778,106,"0.06, 0.3"
1342,True,0.0,J,0.18,0.8175703418767171,106,"0.0, 0.18"
1343,False,0.18,,0.18,,106,"0.18, 0.18"
1344,False,0.12,,0.12,,106,"0.12, 0.12"
1345,True,0.12,J,0.18,1.4982912539910558,106,"0.12, 0.18"
1346,False,0.24,F,0.3,1.1272981837284988,106,"0.24, 0.3"
1347,False,0.3,J,0.0,1.3755128315949603,106,"0.0, 0.3"
1348,True,0.06,J,0.3,0.5496172187295087,106,"0.06, 0.3"
1349,True,0.18,F,0.0,1.4964105944191033,106,"0.0, 0.18"
1350,False,0.12,F,0.24,1.051455073070656,106,"0.12, 0.24"
1351,True,0.18,J,0.24,0.94913076291391,106,"0.18, 0.24"
1352,False,0.0,J,0.0,1.2824114555107826,106,"0.0, 0.0"
1353,False,0.24,J,0.12,1.3687637350765272,106,"0.12, 0.24"
1354,True,0.12,J,0.24,0.4981951153829414,106,"0.12, 0.24"
1355,True,0.06,F,0.0,1.0950938279568163,106,"0.0, 0.06"
1356,True,0.12,J,0.3,1.2207997679374785,106,"0.12, 0.3"
1357,False,0.0,F,0.18,0.919937318735947,106,"0.0, 0.18"
1358,False,0.18,F,0.3,1.2913527616437932,106,"0.18, 0.3"
1359,True,0.24,F,0.06,1.1421829060568598,106,"0.06, 0.24"
1360,False,0.3,J,0.06,1.0639658367163063,106,"0.06, 0.3"
1361,True,0.18,F,0.06,1.232899795310459,106,"0.06, 0.18"
1362,True,0.12,J,0.3,1.3926278588076002,106,"0.12, 0.3"
1363,True,0.06,J,0.24,0.9375830476881221,106,"0.06, 0.24"
1364,False,0.18,F,0.24,1.138623838163312,106,"0.18, 0.24"
1365,True,0.24,F,0.0,1.164198370242957,106,"0.0, 0.24"
1366,False,0.18,J,0.18,0.8974238454779879,106,"0.18, 0.18"
1367,True,0.3,F,0.06,1.3018958699740324,106,"0.06, 0.3"
1368,True,0.18,F,0.0,1.0402547867051908,106,"0.0, 0.18"
1369,True,0.12,J,0.18,0.7736514828616237,106,"0.12, 0.18"
1370,True,0.3,F,0.24,0.6511686797593939,106,"0.24, 0.3"
1371,True,0.0,J,0.3,1.6081542717124648,106,"0.0, 0.3"
1372,True,0.3,F,0.12,1.0899649578927892,106,"0.12, 0.3"
1373,True,0.18,F,0.06,1.1995769624190868,106,"0.06, 0.18"
1374,True,0.18,F,0.06,0.7869571216265285,106,"0.06, 0.18"
1375,True,0.24,F,0.06,0.7350950525465123,106,"0.06, 0.24"
1376,True,0.0,J,0.12,0.8103787861155071,106,"0.0, 0.12"
1377,False,0.18,F,0.3,0.7112231712326321,106,"0.18, 0.3"
1378,True,0.12,J,0.3,1.1418962910997834,106,"0.12, 0.3"
1379,True,0.06,J,0.3,1.5614036181359552,106,"0.06, 0.3"
1380,True,0.06,J,0.3,1.2774878843188162,106,"0.06, 0.3"
1381,True,0.24,F,0.18,0.6755291502231557,106,"0.18, 0.24"
1382,True,0.0,F,0.0,1.8211956262748568,106,"0.0, 0.0"
1383,True,0.0,J,0.24,0.938149766773222,106,"0.0, 0.24"
1384,True,0.3,F,0.06,0.7721541309679196,106,"0.06, 0.3"
1385,True,0.0,J,0.06,1.817792264139371,106,"0.0, 0.06"
1386,True,0.12,F,0.0,0.7606644590805445,106,"0.0, 0.12"
1387,True,0.3,F,0.0,1.3808826022918763,106,"0.0, 0.3"
1388,False,0.12,F,0.3,1.1640131579674744,106,"0.12, 0.3"
1389,True,0.0,J,0.24,0.7547923849356266,106,"0.0, 0.24"
1390,True,0.12,F,0.0,1.6821052249533748,106,"0.0, 0.12"
1391,False,0.06,F,0.12,1.6948527333838683,106,"0.06, 0.12"
1392,True,0.24,F,0.0,1.6435397903014746,106,"0.0, 0.24"
1393,True,0.24,J,0.3,0.718921186289208,106,"0.24, 0.3"
1394,True,0.3,F,0.3,1.6741683871878197,106,"0.3, 0.3"
1395,True,0.24,F,0.12,1.3068863503126522,106,"0.12, 0.24"
1396,False,0.24,J,0.06,1.216854344744661,106,"0.06, 0.24"
1397,False,0.12,F,0.24,1.6372918890042456,106,"0.12, 0.24"
1398,True,0.06,J,0.24,0.7998067253806767,106,"0.06, 0.24"
1399,True,0.06,J,0.18,1.7006862966741207,106,"0.06, 0.18"
1400,True,0.06,F,0.0,1.7034700219319348,106,"0.0, 0.06"
1401,False,0.18,F,0.18,2.096089707572446,106,"0.18, 0.18"
1402,True,0.24,F,0.12,1.517308966767814,106,"0.12, 0.24"
1403,False,0.12,J,0.12,1.842411228324636,106,"0.12, 0.12"
1404,False,0.24,,0.24,,106,"0.24, 0.24"
1405,True,0.18,J,0.3,0.730798321702423,106,"0.18, 0.3"
1406,True,0.3,F,0.12,1.0758629201973235,106,"0.12, 0.3"
1407,True,0.3,F,0.18,1.034898868833352,106,"0.18, 0.3"
1408,True,0.0,J,0.3,0.6736275728853798,106,"0.0, 0.3"
1409,True,0.12,J,0.24,1.313008606483436,106,"0.12, 0.24"
1410,True,0.3,F,0.18,0.6196597358211875,106,"0.18, 0.3"
1411,True,0.0,J,0.12,1.106712331120434,106,"0.0, 0.12"
1412,False,0.12,J,0.06,0.5823301117206938,106,"0.06, 0.12"
1413,True,0.06,J,0.06,1.1360605113573,106,"0.06, 0.06"
1414,False,0.12,F,0.12,1.0423426845445647,106,"0.12, 0.12"
1415,False,0.18,J,0.0,0.5906623091218535,106,"0.0, 0.18"
1416,True,0.0,J,0.0,1.9849354679981843,106,"0.0, 0.0"
1417,True,0.06,J,0.24,0.6168496901955223,106,"0.06, 0.24"
1418,True,0.3,F,0.0,0.5621595668167174,106,"0.0, 0.3"
1419,False,0.24,J,0.24,0.7090755677163543,106,"0.24, 0.24"
1420,True,0.06,F,0.06,0.8779420630512504,106,"0.06, 0.06"
1421,True,0.06,J,0.18,0.6793892400119148,106,"0.06, 0.18"
1422,False,0.3,F,0.3,0.6052527974393342,106,"0.3, 0.3"
1423,True,0.0,J,0.18,0.6547619641310121,106,"0.0, 0.18"
